"","n_trial","stim_i","oper","O1","O2","RA","Taste","RZ","Fx_zeit","O1_zeit","O2_zeit","RA_zeit","RT_t1","StartPulseTime","cp_jit","RT","trained","subj"
"1435","75","65",-0.5,68,12,54,2,809,1510347,1511844,1513242,1517533,1518342,1317506,-400,809,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1436","76","17",0.5,62,14,78,2,958,1529343,1530840,1532237,1537227,1538185,1317506,300,958,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1437","77","12",0.5,62,16,68,1,736,1549137,1550634,1552031,1556323,1557059,1317506,-400,736,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1438","79","57",0.5,54,19,71,2,652,1587361,1588858,1590255,1595046,1595698,1317506,100,652,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1439","80","8",0.5,24,13,47,1,639,1606972,1608469,1609866,1614856,1615495,1317506,300,639,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1440","81","110",-0.5,86,18,58,1,1169,1626284,1627781,1629178,1633669,1634838,1317506,-200,1169,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1441","82","61",0.5,39,24,61,2,517,1645196,1646693,1648090,1652382,1652899,1317506,-400,517,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1442","83","68",-0.5,46,14,34,1,580,1664308,1665805,1667202,1672209,1672789,1317506,300,580,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1443","84","48",0.5,49,24,71,1,598,1684318,1685816,1687213,1692003,1692601,1317506,100,598,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1444","85","37",0.5,46,28,64,2,487,1703331,1704828,1706225,1711332,1711819,1317506,400,487,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1445","86","98",-0.5,62,28,32,1,574,1722958,1724455,1725853,1730244,1730818,1317506,-300,574,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1446","87","126",-0.5,87,38,47,1,729,1741555,1743052,1744449,1749339,1750068,1317506,200,729,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1447","88","26",0.5,31,28,69,1,779,1761349,1762846,1764243,1769350,1770129,1317506,400,779,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1448","89","32",0.5,47,21,78,1,541,1781359,1782856,1784253,1788744,1789285,1317506,-200,541,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1449","91","107",-0.5,81,13,78,2,727,1819650,1821147,1822544,1827135,1827862,1317506,-100,727,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1450","92","72",-0.5,79,21,68,1,586,1838545,1840043,1841440,1845931,1846517,1317506,-200,586,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1451","93","89",-0.5,54,12,32,1,543,1857757,1859254,1860652,1865442,1865985,1317506,100,543,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1452","94","62",0.5,59,13,74,1,560,1876953,1878450,1879847,1884737,1885297,1317506,200,560,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1453","95","58",0.5,54,18,74,1,656,1896747,1898244,1899641,1904531,1905187,1317506,200,656,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1454","96","71",-0.5,67,14,51,2,844,1915842,1917339,1918736,1923327,1924171,1317506,-100,844,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1455","97","123",-0.5,62,13,59,2,575,1962300,1963797,1965194,1969984,1970559,1962202,100,575,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1456","98","96",-0.5,56,15,31,1,499,1981894,1983391,1984788,1989778,1990277,1962202,300,499,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1457","99","11",0.5,61,17,76,2,487,2001904,2003401,2004799,2009805,2010292,1962202,300,487,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1458","101","83",-0.5,48,23,23,2,1089,2041027,2042524,2043921,2048811,2049900,1962202,200,1089,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1459","102","40",0.5,67,15,84,2,1214,2060421,2061918,2063316,2067607,2068821,1962202,-400,1214,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1460","103","78",-0.5,79,36,53,1,658,2079434,2080931,2082328,2086819,2087477,1962202,-200,658,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1461","104","15",0.5,47,31,76,1,806,2098629,2100126,2101523,2106014,2106820,1962202,-200,806,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1462","105","21",0.5,41,34,73,2,572,2117841,2119338,2120735,2125841,2126413,1962202,400,572,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1463","106","85",-0.5,65,24,43,2,600,2137967,2139464,2140862,2145453,2146053,1962202,-100,600,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1464","107","34",0.5,37,28,67,1,993,2156780,2158277,2159674,2164465,2165458,1962202,100,993,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1465","108","25",0.5,61,18,69,2,801,2175875,2177372,2178770,2183876,2184677,1962202,400,801,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1466","109","54",0.5,47,35,80,1,985,2195503,2197000,2198397,2202988,2203973,1962202,-100,985,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1467","110","30",0.5,46,32,68,1,1072,2215114,2216611,2218008,2222400,2223472,1962202,-300,1072,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1468","111","6",0.5,52,13,67,1,725,2234027,2235524,2236921,2242027,2242752,1962202,400,725,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1469","112","39",0.5,48,27,73,2,1098,2254137,2255634,2257031,2261622,2262720,1962202,-100,1098,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1470","113","4",0.5,53,21,76,1,689,2273049,2274546,2275943,2280734,2281423,1962202,100,689,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1471","114","75",-0.5,84,52,42,2,996,2292261,2293758,2295155,2300145,2301141,1962202,300,996,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1472","115","51",0.5,37,25,72,2,566,2311556,2313053,2314450,2319074,2319640,1962202,-100,566,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1473","116","108",-0.5,72,23,39,1,653,2330601,2332098,2333496,2337987,2338640,1962202,-200,653,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1474","117","59",0.5,43,28,81,2,555,2349314,2350811,2352209,2357099,2357654,1962202,200,555,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1475","118","55",0.5,36,28,74,2,571,2369125,2370622,2372019,2377126,2377697,1962202,400,571,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1476","119","115",-0.5,64,25,29,2,627,2389052,2390549,2391946,2396338,2396965,1962202,-300,627,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1477","120","33",0.5,58,16,72,2,660,2408247,2409744,2411141,2415633,2416293,1962202,-200,660,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1478","121","20",0.5,51,24,65,1,553,2427642,2429139,2430536,2435427,2435980,1962202,200,553,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1479","122","109",-0.5,75,26,47,1,1177,2446954,2448451,2449848,2454239,2455416,1962202,-300,1177,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1480","123","86",-0.5,75,13,64,1,760,2466049,2467546,2468943,2473734,2474494,1962202,100,760,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1481","124","73",-0.5,83,51,34,2,632,2485144,2486641,2488039,2492330,2492962,1962202,-400,632,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1482","125","125",-0.5,75,38,39,2,1084,2503857,2505354,2506752,2511143,2512227,1962202,-300,1084,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1483","126","104",-0.5,51,16,25,1,1023,2523169,2524666,2526063,2530953,2531976,1962202,200,1023,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1484","127","67",-0.5,47,13,24,2,695,2542564,2544061,2545458,2549749,2550444,1962202,-400,695,-0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1485","128","117",-0.5,72,29,41,2,1552,2561659,2563156,2564553,2568845,2570397,1962202,-400,1552,0.5,"/Volumes/Drive/Thesis/new_data/sub23/log_files/sub23_S2_ASTrain.xls"
"1486","1","62",0.5,59,13,74,1,1421,22636,24133,25530,30637,32058,22456,400,1421,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1487","2","38",0.5,39,25,74,1,1284,42463,43960,45357,50148,51432,22456,100,1284,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1488","3","43",0.5,43,19,64,2,778,62074,63571,64968,69559,70337,22456,-100,778,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1489","4","121",-0.5,61,24,39,2,929,81070,82567,83964,88455,89384,22456,-200,929,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1490","5","24",0.5,61,23,82,1,656,99866,101363,102760,107867,108523,22456,400,656,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1491","6","95",-0.5,68,15,51,2,834,119294,120791,122188,126579,127413,22456,-300,834,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1492","7","51",0.5,37,25,72,2,644,137907,139404,140801,145691,146335,22456,200,644,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1493","8","73",-0.5,83,51,34,2,685,157202,158699,160096,165086,165771,22456,300,685,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1494","9","14",0.5,48,21,71,1,521,176613,178110,179524,184531,185052,22456,300,521,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1495","10","91",-0.5,74,42,42,2,636,196457,197954,199352,203743,204379,22456,-300,636,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1496","11","71",-0.5,67,14,51,2,602,215070,216567,217965,222855,223457,22456,200,602,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1497","12","46",0.5,29,14,41,1,515,234681,236178,237576,242582,243097,22456,300,515,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1498","13","12",0.5,62,16,68,1,1155,254209,255706,257103,261894,263049,22456,100,1155,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1499","15","105",-0.5,71,24,49,2,525,293115,294612,296010,301116,301641,22456,400,525,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1500","16","2",0.5,41,23,74,1,648,313126,314672,316070,320461,321109,22456,-300,648,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1501","17","30",0.5,46,32,68,1,699,332487,333984,335381,339972,340671,22456,-100,699,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1502","18","116",-0.5,53,17,46,1,648,351399,352897,354294,358585,359233,22456,-400,648,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1503","19","83",-0.5,48,23,23,2,652,370711,372208,373605,378096,378748,22456,-200,652,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1504","20","54",0.5,47,35,80,1,630,389723,391220,392618,397508,398138,22456,200,630,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1505","21","50",0.5,49,25,72,1,661,408819,410316,411713,416304,416965,22456,-100,661,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1506","22","6",0.5,52,13,67,1,524,427914,429411,430808,435300,435824,22456,-200,524,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1507","23","108",-0.5,72,23,39,1,509,447425,448922,450320,454611,455120,22456,-400,509,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1508","24","40",0.5,67,15,84,1,488,466621,468118,469515,474006,474494,22456,-200,488,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1509","25","113",-0.5,82,19,65,2,1539,485832,487329,488727,493517,495056,22456,100,1539,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1510","26","109",-0.5,75,26,47,2,580,505427,506924,508321,513428,514008,22456,400,580,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1511","27","32",0.5,47,21,78,1,630,524755,526252,527649,532440,533070,22456,100,630,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1512","28","100",-0.5,74,35,49,1,846,543851,545348,546745,551036,551882,22456,-400,846,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1513","29","84",-0.5,89,41,46,1,717,563046,564543,565940,570930,571647,22456,300,717,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1514","30","114",-0.5,82,28,52,1,1010,582757,584254,585651,590042,591052,22456,-300,1010,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1515","31","67",-0.5,47,13,24,2,600,602151,603648,605046,609936,610536,22456,200,600,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1516","32","70",-0.5,68,23,35,1,503,621563,623060,624457,629048,629551,22456,-100,503,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1517","33","63",0.5,47,24,61,2,575,686101,687598,688996,693786,694361,686002,100,575,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1518","34","19",0.5,34,23,67,2,648,705696,707193,708590,713697,714345,686002,400,648,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1519","35","26",0.5,31,28,69,1,616,725224,726721,728118,732509,733125,686002,-300,616,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1520","36","89",-0.5,54,12,32,2,698,744635,746132,747529,752536,753234,686002,300,698,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1521","37","58",0.5,54,18,74,1,694,764163,765660,767057,772164,772858,686002,400,694,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1522","38","80",-0.5,59,18,31,1,545,783674,785171,786568,791359,791904,686002,100,545,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1523","39","123",-0.5,62,13,59,2,625,803269,804766,806163,811153,811778,686002,300,625,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1524","40","99",-0.5,83,25,48,2,535,822963,824460,825857,830149,830684,686002,-400,535,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1525","41","101",-0.5,64,18,48,2,869,841576,843073,844470,848861,849730,686002,-300,869,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1526","42","4",0.5,53,21,76,1,906,860887,862385,863782,868073,868979,686002,-400,906,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1527","43","96",-0.5,56,15,31,1,439,879700,881197,882594,887185,887624,686002,-100,439,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1528","44","90",-0.5,74,43,41,1,483,898513,900010,901407,905698,906181,686002,-400,483,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1529","45","119",-0.5,54,17,27,2,1042,917525,919022,920419,925310,926352,686002,200,1042,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1530","46","64",0.5,38,14,62,1,1526,937419,938916,940313,944904,946430,686002,-100,1526,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1531","47","25",0.5,61,18,69,2,777,956315,957812,959209,964199,964976,686002,300,777,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1532","48","48",0.5,49,24,71,2,558,975510,977007,978404,983511,984069,686002,400,558,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1533","49","34",0.5,37,28,67,1,1512,995121,996618,998015,1002806,1004318,686002,100,1512,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1534","50","13",0.5,58,21,69,2,649,1014133,1015630,1017027,1021419,1022068,686002,-300,649,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1535","52","79",-0.5,49,17,34,2,501,1052540,1054037,1055434,1060424,1060925,686002,300,501,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1536","53","127",-0.5,65,27,48,2,477,1072451,1073948,1075345,1080135,1080612,686002,100,477,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1537","54","126",-0.5,87,38,47,1,702,1091945,1093442,1094856,1099347,1100049,686002,-200,702,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1538","55","10",0.5,42,37,69,1,524,1111373,1112870,1114267,1118759,1119283,686002,-200,524,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1539","56","56",0.5,58,17,65,1,594,1130169,1131666,1133063,1137954,1138548,686002,200,594,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1540","57","17",0.5,62,14,78,2,745,1150063,1151560,1152957,1157349,1158094,686002,-300,745,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1541","59","94",-0.5,86,35,61,1,522,1188054,1189551,1190949,1195539,1196061,686002,-100,522,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1542","60","16",0.5,45,34,89,1,818,1206867,1208364,1209761,1214352,1215170,686002,-100,818,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1543","61","75",-0.5,84,52,42,1,911,1226278,1227775,1229173,1233664,1234575,686002,-200,911,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1544","62","37",0.5,46,28,64,2,563,1245573,1247070,1248468,1253574,1254137,686002,400,563,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1545","64","112",-0.5,57,18,49,1,1240,1284579,1286076,1287473,1292364,1293604,686002,200,1240,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1546","65","7",0.5,42,34,78,2,480,1339703,1341200,1342597,1347388,1347868,1339583,100,480,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1547","66","55",0.5,36,28,74,2,507,1359397,1360894,1362292,1367282,1367789,1339583,300,507,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1548","67","49",0.5,39,17,58,2,665,1379208,1380705,1382102,1387092,1387757,1339583,300,665,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1549","68","97",-0.5,51,19,34,2,443,1398719,1400216,1401613,1406204,1406647,1339583,-100,443,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1550","69","44",0.5,43,29,74,1,671,1417715,1419212,1420609,1425100,1425771,1339583,-200,671,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1551","70","76",-0.5,53,21,34,1,1430,1436527,1438024,1439422,1444528,1445958,1339583,400,1430,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1552","72","124",-0.5,72,24,38,1,558,1474951,1476448,1477845,1482336,1482894,1339583,-200,558,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1553","73","20",0.5,51,24,65,1,643,1494246,1495743,1497140,1501532,1502175,1339583,-300,643,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1554","74","107",-0.5,81,13,78,2,1689,1513342,1514839,1516236,1521126,1522815,1339583,200,1689,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1555","75","103",-0.5,73,15,68,2,527,1533036,1534533,1535930,1541037,1541564,1339583,400,527,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1556","76","23",0.5,64,12,78,2,531,1552547,1554044,1555441,1560548,1561079,1339583,400,531,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1557","77","78",-0.5,79,36,53,1,478,1572474,1573971,1575368,1579959,1580437,1339583,-100,478,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1558","78","102",-0.5,84,35,47,1,635,1591570,1593067,1594464,1598755,1599390,1339583,-400,635,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1559","79","69",-0.5,78,31,45,2,516,1610582,1612079,1613476,1618483,1618999,1339583,300,516,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1560","80","88",-0.5,45,14,41,1,450,1629910,1631407,1632804,1637595,1638045,1339583,100,450,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1561","81","22",0.5,31,23,56,1,455,1649022,1650519,1651916,1656308,1656763,1339583,-300,455,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1562","82","65",-0.5,68,12,54,2,565,1668334,1669831,1671228,1675619,1676184,1339583,-300,565,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1563","83","8",0.5,24,13,47,1,450,1687745,1689242,1690639,1695530,1695980,1339583,200,450,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1564","84","61",0.5,39,24,61,2,391,1707656,1709153,1710550,1715041,1715432,1339583,-200,391,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1565","85","128",-0.5,75,27,38,1,556,1726851,1728348,1729745,1734735,1735291,1339583,300,556,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1566","86","42",0.5,52,19,61,1,608,1746262,1747759,1749156,1753448,1754056,1339583,-400,608,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1567","87","33",0.5,58,16,72,2,461,1764958,1766455,1767853,1772344,1772805,1339583,-200,461,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1568","88","81",-0.5,76,24,54,2,447,1783954,1785451,1786848,1791639,1792086,1339583,100,447,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1569","89","39",0.5,48,27,73,2,532,1803049,1804546,1805944,1810834,1811366,1339583,200,532,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1570","90","115",-0.5,64,25,29,2,654,1822161,1823659,1825056,1829946,1830600,1339583,200,654,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1571","91","93",-0.5,68,37,21,2,613,1841972,1843469,1844866,1849158,1849771,1339583,-400,613,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1572","92","85",-0.5,65,24,43,2,425,1861267,1862764,1864161,1868752,1869177,1339583,-100,425,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1573","93","27",0.5,41,17,56,2,552,1880862,1882359,1883756,1888546,1889098,1339583,100,552,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1574","95","5",0.5,43,14,67,2,767,1919684,1921181,1922579,1926970,1927737,1339583,-300,767,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
