"","n_trial","stim_i","oper","O1","O2","RA","Taste","RZ","Fx_zeit","O1_zeit","O2_zeit","RA_zeit","RT_t1","StartPulseTime","cp_jit","RT","trained","subj"
"145","19","109",-0.5,75,26,47,2,1009,373290,374787,376185,380609,381618,22898,-300,1009,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"146","20","9",0.5,24,15,37,2,622,392120,393617,395014,399605,400227,22898,-100,622,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"147","21","114",-0.5,82,28,52,1,704,411631,413128,414525,419116,419820,22898,-100,704,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"148","22","45",0.5,48,24,82,2,825,430543,432040,433438,437729,438554,22898,-400,825,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"149","23","91",-0.5,74,42,42,1,981,449140,450637,452034,456525,457506,22898,-200,981,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"150","24","63",0.5,47,24,61,2,880,467953,469450,470847,475438,476318,22898,-100,880,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"151","25","69",-0.5,78,31,45,2,755,486765,488262,489660,494250,495005,22898,-100,755,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"152","26","8",0.5,24,13,47,1,579,505578,507075,508472,513363,513942,22898,200,579,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"153","27","123",-0.5,62,13,59,2,751,524873,526370,527767,532159,532910,22898,-300,751,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"154","28","116",-0.5,53,17,46,1,857,544085,545582,546979,551271,552128,22898,-400,857,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"155","29","73",-0.5,83,51,34,2,630,563180,564677,566075,570466,571096,22898,-300,630,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"156","30","26",0.5,31,28,69,1,866,581877,583374,584771,589761,590627,22898,300,866,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"157","31","98",-0.5,62,28,32,1,713,601887,603384,604781,609272,609985,22898,-200,713,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"158","32","120",-0.5,71,35,46,1,881,621382,622879,624276,629166,630047,22898,200,881,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"159","33","72",-0.5,79,21,68,1,904,684706,686203,687600,692391,693295,684688,100,904,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"160","34","96",-0.5,56,15,31,1,503,703718,705215,706613,711104,711607,684688,-200,503,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"161","37","84",-0.5,89,41,46,1,941,760323,761820,763217,767508,768449,684688,-400,941,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"162","38","93",-0.5,68,37,21,2,1265,779618,781115,782512,787402,788667,684688,200,1265,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"163","39","16",0.5,45,34,89,1,730,799229,800726,802123,806514,807244,684688,-300,730,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"164","40","118",-0.5,73,27,48,1,1429,818524,820021,821418,826408,827837,684688,300,1429,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"165","41","101",-0.5,64,18,48,2,860,837836,839333,840730,845321,846181,684688,-100,860,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"166","42","18",0.5,32,13,47,1,645,856831,858328,859725,864832,865477,684688,400,645,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"167","43","78",-0.5,79,36,53,1,602,876642,878139,879536,884327,884929,684688,100,602,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"168","44","106",-0.5,52,13,37,1,690,895754,897251,898648,903239,903929,684688,-100,690,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"169","45","11",0.5,61,17,76,2,646,915265,916762,918160,923266,923912,684688,400,646,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"170","46","97",-0.5,51,19,34,2,584,934777,936274,937671,942062,942646,684688,-300,584,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"171","47","121",-0.5,61,24,39,2,1298,953989,955486,956883,961873,963171,684688,300,1298,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"172","48","13",0.5,58,21,69,2,1007,973400,974897,976294,981185,982192,684688,200,1007,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"173","49","40",0.5,67,15,84,2,1600,993294,994791,996188,1000779,1002379,684688,-100,1600,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"174","50","124",-0.5,72,24,38,2,1284,1012705,1014202,1015600,1019891,1021175,684688,-400,1284,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"175","51","53",0.5,57,16,75,1,1272,1031917,1033414,1034812,1039402,1040674,684688,-100,1272,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"176","52","65",-0.5,68,12,54,2,919,1051329,1052826,1054223,1058614,1059533,684688,-300,919,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"177","53","50",0.5,49,25,72,1,672,1070740,1072237,1073635,1078126,1078798,684688,-200,672,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"178","54","35",0.5,36,17,63,2,1641,1089753,1091250,1092647,1097437,1099078,684688,100,1641,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"179","55","34",0.5,37,28,67,1,1034,1109447,1110944,1112341,1117231,1118265,684688,200,1034,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"180","56","27",0.5,41,17,56,2,906,1129058,1130555,1131952,1136843,1137749,684688,200,906,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"181","57","33",0.5,58,16,72,2,757,1148153,1149650,1151048,1156038,1156795,684688,300,757,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"182","58","70",-0.5,68,23,35,1,677,1167648,1169145,1170542,1175649,1176326,684688,400,677,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"183","60","22",0.5,31,23,56,1,747,1206255,1207752,1209149,1213640,1214387,684688,-200,747,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"184","61","52",0.5,46,27,63,2,1433,1225167,1226664,1228062,1232453,1233886,684688,-300,1433,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"185","62","104",-0.5,51,16,25,1,987,1244279,1245776,1247174,1252164,1253151,684688,300,987,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"186","63","30",0.5,46,32,68,2,1019,1264290,1265787,1267184,1271475,1272494,684688,-400,1019,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"187","64","7",0.5,42,34,78,2,656,1283102,1284599,1285997,1291103,1291759,684688,400,656,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"188","65","110",-0.5,86,18,58,2,1315,1341453,1342950,1344348,1348739,1350054,1341262,-300,1315,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"189","66","89",-0.5,54,12,32,2,938,1360665,1362162,1363559,1368350,1369288,1341262,100,938,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"190","67","24",0.5,61,23,82,1,737,1379678,1381175,1382572,1386863,1387600,1341262,-400,737,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"191","68","108",-0.5,72,23,39,1,590,1398291,1399788,1401185,1406291,1406881,1341262,400,590,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"192","71","77",-0.5,86,25,71,2,624,1457523,1459020,1460417,1465208,1465832,1341262,100,624,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"193","72","61",0.5,39,24,61,2,750,1477018,1478515,1479912,1484503,1485253,1341262,-100,750,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"194","73","3",0.5,52,24,74,2,695,1496429,1497926,1499324,1504214,1504909,1341262,200,695,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"195","74","113",-0.5,82,19,65,2,746,1516223,1517720,1519118,1523709,1524455,1341262,-100,746,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"196","75","41",0.5,54,17,81,2,648,1535152,1536650,1538047,1542837,1543485,1341262,100,648,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"197","76","54",0.5,47,35,80,1,783,1554863,1556360,1557758,1562249,1563032,1341262,-200,783,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"198","77","43",0.5,43,19,64,2,773,1573576,1575073,1576471,1581461,1582234,1341262,300,773,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"199","78","71",-0.5,67,14,51,2,707,1592971,1594468,1595865,1600855,1601562,1341262,300,707,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"200","79","100",-0.5,74,35,49,1,1188,1612166,1613663,1615061,1619951,1621139,1341262,200,1188,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"201","80","117",-0.5,72,29,41,1,1347,1631478,1632975,1634372,1638963,1640310,1341262,-100,1347,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"202","82","80",-0.5,59,18,31,1,694,1669386,1670883,1672280,1677271,1677965,1341262,300,694,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"203","83","21",0.5,41,34,73,1,1076,1688781,1690278,1691675,1695967,1697043,1341262,-400,1076,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"204","84","119",-0.5,54,17,27,2,1262,1708076,1709573,1710970,1716077,1717339,1341262,400,1262,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"205","85","6",0.5,52,13,67,1,766,1728186,1729683,1731081,1735572,1736338,1341262,-200,766,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"206","86","31",0.5,67,12,69,2,1308,1747199,1748696,1750093,1754983,1756291,1341262,200,1308,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"207","87","122",-0.5,52,14,36,1,787,1766593,1768090,1769488,1774378,1775165,1341262,200,787,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"208","88","15",0.5,47,31,76,2,627,1786005,1787502,1788899,1794006,1794633,1341262,400,627,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"209","89","81",-0.5,76,24,54,1,1156,1805317,1806814,1808211,1812602,1813758,1341262,-300,1156,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"210","90","67",-0.5,47,13,24,2,1101,1824412,1825909,1827306,1831797,1832898,1341262,-200,1101,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"211","91","23",0.5,64,12,78,2,541,1843923,1845420,1846818,1851309,1851850,1341262,-200,541,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"212","92","85",-0.5,65,24,43,2,1625,1862919,1864416,1865813,1870803,1872428,1341262,300,1625,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"213","93","57",0.5,54,19,71,2,528,1882613,1884110,1885508,1889899,1890427,1341262,-300,528,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"214","94","86",-0.5,75,13,64,1,594,1901709,1903206,1904603,1908895,1909489,1341262,-400,594,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"215","95","102",-0.5,84,35,47,1,920,1920305,1921802,1923199,1927990,1928910,1341262,100,920,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"216","96","46",0.5,29,14,41,1,732,1940116,1941613,1943010,1947302,1948034,1341262,-400,732,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"217","97","75",-0.5,84,52,42,2,841,1995207,1996704,1998101,2003191,2004032,1995119,400,841,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"218","98","68",-0.5,46,14,34,1,554,2014701,2016198,2017596,2022087,2022641,1995119,-200,554,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"219","99","5",0.5,43,14,67,2,937,2034113,2035660,2037057,2042047,2042984,1995119,300,937,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"220","100","47",0.5,49,23,62,2,680,2053574,2055071,2056468,2060960,2061640,1995119,-200,680,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"221","101","64",0.5,38,14,62,1,927,2072387,2073884,2075281,2080072,2080999,1995119,100,927,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"222","102","25",0.5,61,18,69,2,540,2091582,2093079,2094476,2099067,2099607,1995119,-100,540,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"223","103","66",-0.5,86,41,43,1,724,2110694,2112191,2113589,2118695,2119419,1995119,400,724,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"224","104","2",0.5,41,23,74,1,643,2130505,2132002,2133399,2137791,2138434,1995119,-300,643,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"225","105","126",-0.5,87,38,47,1,753,2149101,2150598,2151996,2157102,2157855,1995119,400,753,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"226","106","99",-0.5,83,25,48,1,894,2168729,2170226,2171623,2176414,2177308,1995119,100,894,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"227","107","39",0.5,48,27,73,2,1192,2188423,2189920,2191318,2195709,2196901,1995119,-300,1192,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"228","108","74",-0.5,63,12,41,1,460,2207818,2209315,2210713,2215503,2215963,1995119,100,460,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"229","109","94",-0.5,86,35,61,1,949,2227513,2229009,2230407,2235513,2236462,1995119,400,949,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"230","110","56",0.5,58,17,65,1,792,2246841,2248338,2249735,2254326,2255118,1995119,-100,792,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"231","111","83",-0.5,48,23,23,2,774,2265737,2267284,2268681,2273671,2274445,1995119,300,774,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"232","112","4",0.5,53,21,76,1,514,2285780,2287277,2288675,2293681,2294195,1995119,300,514,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"233","113","59",0.5,43,28,81,2,781,2305591,2307088,2308485,2313475,2314256,1995119,300,781,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"234","114","103",-0.5,73,15,68,2,806,2325502,2326999,2328396,2332887,2333693,1995119,-200,806,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"235","115","128",-0.5,75,27,38,1,606,2344198,2345695,2347092,2351384,2351990,1995119,-400,606,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"236","116","107",-0.5,81,13,78,2,753,2363310,2364807,2366204,2370595,2371348,1995119,-300,753,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"237","117","37",0.5,46,28,64,2,1462,2382123,2383620,2385017,2389308,2390770,1995119,-400,1462,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"238","118","127",-0.5,65,27,48,2,569,2401118,2402615,2404012,2408903,2409472,1995119,200,569,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"239","119","112",-0.5,57,18,49,1,810,2420330,2421827,2423224,2428115,2428925,1995119,200,810,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"240","121","20",0.5,51,24,65,1,1464,2458820,2460317,2461715,2466006,2467470,1995119,-400,1464,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"241","122","29",0.5,45,14,57,2,845,2477933,2479430,2480827,2485218,2486063,1995119,-300,845,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"242","123","90",-0.5,74,43,41,2,961,2496529,2498026,2499423,2503914,2504875,1995119,-200,961,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"243","124","38",0.5,39,25,74,1,854,2516024,2517521,2518918,2523708,2524562,1995119,100,854,-0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"244","125","82",-0.5,48,14,32,1,769,2535635,2537132,2538529,2543120,2543889,1995119,-100,769,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"245","127","32",0.5,47,21,78,1,689,2574341,2575838,2577236,2581527,2582216,1995119,-400,689,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"246","128","115",-0.5,64,25,29,1,636,2593154,2594651,2596048,2600939,2601575,1995119,200,636,0.5,"/Volumes/Drive/Thesis/new_data/sub9/log_files/sub9_S2_ASTrain.xls"
"247","2","25",0.5,61,18,69,2,689,49283,50780,52178,56768,57457,30537,-100,689,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"248","3","93",-0.5,68,37,21,2,611,68329,69826,71223,76330,76941,30537,400,611,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"249","4","123",-0.5,62,13,59,2,487,88239,89737,91134,95625,96112,30537,-200,487,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"250","5","18",0.5,32,13,47,1,594,107451,108948,110346,115236,115830,30537,200,594,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"251","6","49",0.5,39,17,58,2,465,126547,128044,129441,133833,134298,30537,-300,465,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"252","7","60",0.5,34,29,53,1,713,145759,147256,148653,153460,154173,30537,100,713,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"253","8","101",-0.5,64,18,48,2,1136,164871,166368,167765,172755,173891,30537,300,1136,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"254","9","36",0.5,57,18,65,1,573,184582,186079,187476,192067,192640,30537,-100,573,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"255","10","50",0.5,49,25,72,1,621,204093,205590,206988,211878,212499,30537,200,621,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"256","11","10",0.5,42,37,69,1,527,223505,225002,226399,231190,231717,30537,100,527,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"257","12","70",-0.5,68,23,35,1,481,242800,244297,245694,249986,250467,30537,-400,481,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"258","13","13",0.5,58,21,69,2,481,261596,263093,264491,268782,269263,30537,-400,481,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"259","14","88",-0.5,45,14,41,1,403,280609,282106,283503,288609,289012,30537,400,403,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"260","15","109",-0.5,75,26,47,2,581,300702,302199,303596,308587,309168,30537,300,581,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"261","16","42",0.5,52,19,61,1,452,320613,322110,323507,328497,328949,30537,300,452,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"262","17","17",0.5,62,14,78,2,415,340424,341921,343318,348424,348839,30537,400,415,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"263","18","114",-0.5,82,28,52,1,1524,360251,361748,363145,368252,369776,30537,400,1524,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"264","19","67",-0.5,47,13,24,2,565,379762,381259,382657,387148,387713,30537,-200,565,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"265","20","127",-0.5,65,27,48,2,1281,399274,400771,402168,406759,408040,30537,-100,1281,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"266","21","7",0.5,42,34,78,2,485,418885,420382,421779,426570,427055,30537,100,485,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"267","22","68",-0.5,46,14,34,1,585,437997,439494,440891,445782,446367,30537,200,585,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"268","23","106",-0.5,52,13,37,1,581,457808,459305,460702,465692,466273,30537,300,581,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"269","24","14",0.5,48,21,71,1,485,477802,479299,480696,485287,485772,30537,-100,485,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"270","25","128",-0.5,75,27,38,1,443,496814,498311,499708,504000,504443,30537,-400,443,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"271","26","75",-0.5,84,52,42,2,476,515510,517007,518405,523295,523771,30537,200,476,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"272","27","47",0.5,49,23,62,2,525,535404,536901,538299,543089,543614,30537,100,525,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"273","28","85",-0.5,65,24,43,2,542,554999,556496,557893,562384,562926,30537,-200,542,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"274","29","28",0.5,52,16,78,1,445,573795,575292,576689,580981,581426,30537,-400,445,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"275","30","102",-0.5,84,35,47,2,373,592292,593789,595186,599677,600050,30537,-200,373,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"276","31","58",0.5,54,18,74,1,384,611005,612502,613899,618290,618674,30537,-300,384,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"277","32","48",0.5,49,24,71,1,471,629917,631414,632811,637203,637674,30537,-300,471,-0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"278","33","122",-0.5,52,14,36,1,426,685823,687320,688717,693824,694250,685664,400,426,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
"279","34","86",-0.5,75,13,64,1,427,705135,706632,708029,712620,713047,685664,-100,427,0.5,"/Volumes/Drive/Thesis/new_data/sub10/log_files/sub10_S2_ASTrain.xls"
